bar_type,trade_date,day_bar,start_time,end_time,open,high,low,close,volume,turnover,minutes,partial
5min_time,2024-01-04,35,2024-01-04 13:54:00,2024-01-04 13:58:00,3330.02,3331.06,3330.02,3330.36,150022500.0,2244849500.0,5,False
5min_time,2024-01-04,36,2024-01-04 13:59:00,2024-01-04 14:03:00,3330.48,3330.48,3328.78,3329.26,162927700.0,2506485500.0,5,False
5min_time,2024-01-04,37,2024-01-04 14:04:00,2024-01-04 14:08:00,3330.42,3338.54,3330.42,3338.54,229807600.0,3273175200.0,5,False
5min_time,2024-01-04,38,2024-01-04 14:09:00,2024-01-04 14:13:00,3341.26,3344.02,3340.38,3340.51,187767700.0,3047443500.0,5,False
5min_time,2024-01-04,39,2024-01-04 14:14:00,2024-01-04 14:18:00,3338.69,3339.93,3337.83,3339.93,137726900.0,2267716000.0,5,False
5min_time,2024-01-04,40,2024-01-04 14:19:00,2024-01-04 14:23:00,3340.41,3343.29,3340.41,3342.95,206072000.0,2724585100.0,5,False
5min_time,2024-01-04,41,2024-01-04 14:24:00,2024-01-04 14:28:00,3342.01,3342.01,3340.94,3341.06,177305100.0,2762471800.0,5,False
5min_time,2024-01-04,42,2024-01-04 14:29:00,2024-01-04 14:33:00,3340.99,3342.88,3339.24,3342.88,208875200.0,3071981800.0,5,False
5min_time,2024-01-04,43,2024-01-04 14:34:00,2024-01-04 14:38:00,3344.69,3350.49,3344.69,3350.49,252932200.0,3586910500.0,5,False
5min_time,2024-01-04,44,2024-01-04 14:39:00,2024-01-04 14:43:00,3348.37,3348.37,3346.51,3347.86,224549400.0,3355199900.0,5,False
5min_time,2024-01-04,45,2024-01-04 14:44:00,2024-01-04 14:48:00,3348.43,3348.93,3348.37,3348.7,274855700.0,4071926600.0,5,False
5min_time,2024-01-04,46,2024-01-04 14:49:00,2024-01-04 14:53:00,3348.69,3350.62,3348.69,3349.29,313755700.0,4484586300.0,5,False
5min_time,2024-01-04,47,2024-01-04 14:54:00,2024-01-04 14:58:00,3349.02,3349.18,3348.51,3349.18,223563400.0,3328354100.0,5,False
5min_time,2024-01-04,48,2024-01-04 14:59:00,2024-01-04 15:00:00,3349.18,3349.18,3347.05,3347.05,132678600.0,1940031300.0,2,True
5min_time,2024-01-05,0,2024-01-05 09:30:00,2024-01-05 09:34:00,3336.07,3352.34,3336.07,3352.34,699839600.0,10537239000.0,5,False
5min_time,2024-01-05,1,2024-01-05 09:35:00,2024-01-05 09:39:00,3354.53,3358.78,3352.77,3357.89,510780000.0,8837855400.0,5,False
5min_time,2024-01-05,2,2024-01-05 09:40:00,2024-01-05 09:44:00,3356.17,3359.53,3352.35,3359.53,458307300.0,7743923800.0,5,False
5min_time,2024-01-05,3,2024-01-05 09:45:00,2024-01-05 09:49:00,3360.57,3361.66,3356.67,3356.67,373882700.0,6798603200.0,5,False
5min_time,2024-01-05,4,2024-01-05 09:50:00,2024-01-05 09:54:00,3357.03,3357.03,3352.9,3353.19,287930400.0,4903540100.0,5,False
5min_time,2024-01-05,5,2024-01-05 09:55:00,2024-01-05 09:59:00,3353.65,3358.73,3353.65,3358.73,381537700.0,4811550800.0,5,False
5min_time,2024-01-05,6,2024-01-05 10:00:00,2024-01-05 10:04:00,3357.32,3357.32,3354.65,3355.91,348795100.0,4584502200.0,5,False
5min_time,2024-01-05,7,2024-01-05 10:05:00,2024-01-05 10:09:00,3356.38,3358.22,3352.62,3352.62,361908300.0,4503703700.0,5,False
5min_time,2024-01-05,8,2024-01-05 10:10:00,2024-01-05 10:14:00,3353.01,3354.3,3350.74,3350.74,284633400.0,3959695000.0,5,False
5min_time,2024-01-05,9,2024-01-05 10:15:00,2024-01-05 10:19:00,3349.91,3350.31,3349.32,3350.31,258418100.0,3671257700.0,5,False
5min_time,2024-01-05,10,2024-01-05 10:20:00,2024-01-05 10:24:00,3352.04,3363.77,3352.04,3363.77,440823100.0,5121238900.0,5,False
5min_time,2024-01-05,11,2024-01-05 10:25:00,2024-01-05 10:29:00,3365.99,3370.94,3365.27,3366.32,610129700.0,6727702700.0,5,False
5min_time,2024-01-05,12,2024-01-05 10:30:00,2024-01-05 10:34:00,3368.43,3368.43,3364.88,3364.88,340680300.0,4557901900.0,5,False
5min_time,2024-01-05,13,2024-01-05 10:35:00,2024-01-05 10:39:00,3362.67,3362.67,3359.5,3361.63,241675300.0,3329272300.0,5,False
5min_time,2024-01-05,14,2024-01-05 10:40:00,2024-01-05 10:44:00,3363.04,3363.04,3356.82,3356.82,186847300.0,2851891000.0,5,False
5min_time,2024-01-05,15,2024-01-05 10:45:00,2024-01-05 10:49:00,3358.21,3361.85,3358.21,3360.25,259859400.0,3245218100.0,5,False
5min_time,2024-01-05,16,2024-01-05 10:50:00,2024-01-05 10:54:00,3361.78,3365.82,3361.78,3365.82,288052600.0,3338428800.0,5,False
5min_time,2024-01-05,17,2024-01-05 10:55:00,2024-01-05 10:59:00,3365.69,3365.69,3361.24,3361.24,247284800.0,2976393500.0,5,False
5min_time,2024-01-05,18,2024-01-05 11:00:00,2024-01-05 11:04:00,3360.6,3362.93,3359.44,3359.44,225139600.0,2907032400.0,5,False
5min_time,2024-01-05,19,2024-01-05 11:05:00,2024-01-05 11:09:00,3360.11,3360.59,3357.34,3357.72,180464800.0,2534384000.0,5,False
5min_time,2024-01-05,20,2024-01-05 11:10:00,2024-01-05 11:14:00,3356.5,3357.34,3355.52,3355.58,171125500.0,2456297900.0,5,False
5min_time,2024-01-05,21,2024-01-05 11:15:00,2024-01-05 11:19:00,3356.61,3358.06,3356.61,3357.15,135711900.0,1850678900.0,5,False
5min_time,2024-01-05,22,2024-01-05 11:20:00,2024-01-05 11:24:00,3356.81,3357.74,3356.55,3356.55,127831500.0,1749139400.0,5,False
5min_time,2024-01-05,23,2024-01-05 11:25:00,2024-01-05 11:29:00,3355.79,3355.79,3352.31,3352.68,155485300.0,2174073000.0,5,False
5min_time,2024-01-05,24,2024-01-05 11:30:00,2024-01-05 13:03:00,3352.68,3352.68,3351.37,3351.37,194105800.0,2510096400.0,5,False
5min_time,2024-01-05,25,2024-01-05 13:04:00,2024-01-05 13:08:00,3351.21,3351.21,3350.31,3350.31,130447000.0,2127349200.0,5,False
5min_time,2024-01-05,26,2024-01-05 13:09:00,2024-01-05 13:13:00,3351.52,3351.52,3350.16,3350.16,136071100.0,2235306200.0,5,False
5min_time,2024-01-05,27,2024-01-05 13:14:00,2024-01-05 13:18:00,3350.69,3354.34,3350.69,3353.2,192797300.0,2538470700.0,5,False
5min_time,2024-01-05,28,2024-01-05 13:19:00,2024-01-05 13:23:00,3351.64,3351.64,3348.03,3348.03,153821300.0,2403803700.0,5,False
5min_time,2024-01-05,29,2024-01-05 13:24:00,2024-01-05 13:28:00,3348.47,3348.47,3347.52,3347.52,135471900.0,2131481000.0,5,False
5min_time,2024-01-05,30,2024-01-05 13:29:00,2024-01-05 13:33:00,3348.13,3350.14,3348.13,3349.86,164158400.0,2568406900.0,5,False
5min_time,2024-01-05,31,2024-01-05 13:34:00,2024-01-05 13:38:00,3349.54,3351.46,3348.29,3348.29,156232600.0,2338166500.0,5,False
